Employee_ID,Age,Years_at_Company,Performance_Score,Leadership_Score,Training_Hours,Projects_Handled,Peer_Review_Score,Current_Position_Level,Promotion_Eligible,Training_Level,Leadership_Level,Projects_per_Years,Project_Level,Tenure_Level,Age_Group,Projects_per_Years_log
EMP0984,58.0,10.0,2.0,77.0,69.0,7.0,13.0,Mid,0,Low,Very High,0.6363636363636364,Moderate,Mid,Senior,0.4924764850977942
EMP0985,30.0,7.0,4.0,48.0,19.0,11.0,86.0,Mid,0,Very Low,Medium,1.375,Very High,New,Young,0.8649974374866045
EMP0986,47.0,26.0,3.0,30.0,28.0,16.0,75.0,Senior,1,Very Low,Medium,0.5925925925925926,Moderate,Veteran,Late Mid,0.4653632496892333
EMP0987,41.0,4.0,3.0,67.0,97.0,1.0,21.0,Junior,0,Moderate,High,0.2,Low,New,Early Mid,0.18232155679395462
EMP0988,28.0,9.0,5.0,75.0,139.0,10.0,6.0,Senior,0,High,Very High,1.0,High,Mid,Young,0.6931471805599453
EMP0989,30.0,10.0,3.0,43.0,129.0,5.0,68.0,Lead,1,High,Medium,0.45454545454545453,Moderate,Mid,Young,0.3746934494414107
EMP0990,54.0,24.0,3.0,46.0,139.0,16.0,62.0,Junior,1,High,Medium,0.64,High,Veteran,Senior,0.49469624183610705
EMP0991,43.0,9.0,1.0,44.0,185.0,8.0,65.0,Mid,0,Very High,Medium,0.8,High,Mid,Late Mid,0.5877866649021191
EMP0992,22.0,26.0,3.0,51.0,154.0,0.0,74.0,Senior,0,High,Medium,0.0,Low,Veteran,Young,0.0
EMP0993,29.0,17.0,4.0,94.0,175.0,2.0,51.0,Senior,0,Very High,Very High,0.1111111111111111,Low,Senior,Young,0.1053605156578263
EMP0994,55.0,2.0,4.0,64.0,147.0,14.0,87.0,Junior,1,High,High,4.666666666666667,Very High,New,Senior,1.7346010553881064
EMP0995,46.0,1.0,2.0,29.0,98.0,2.0,92.0,Junior,1,Moderate,Medium,1.0,High,New,Late Mid,0.6931471805599453
EMP0996,54.0,12.0,1.0,51.0,81.0,5.0,95.0,Senior,0,Low,Medium,0.38461538461538464,Moderate,Mid,Senior,0.325422400434628
EMP0997,30.0,13.0,3.0,15.0,166.0,13.0,19.0,Mid,0,Very High,Low,0.9285714285714286,High,Mid,Young,0.6567795363890705
EMP0999,32.0,18.0,1.0,51.0,183.0,1.0,34.0,Senior,0,Very High,Medium,0.05263157894736842,Low,Senior,Young,0.05129329438755053
EMP1000,40.0,15.0,4.0,51.0,152.0,18.0,3.0,Senior,0,High,Medium,1.125,High,Mid,Early Mid,0.7537718023763802
